,headline,date,snippet,source
587,BRIEF-Lithium Americas provides update on strategic financing with Ganfeng Lithium,10/05/2017,May 10 (Reuters) - Lithium Americas Corp:* Lithium Americas appoints financing withGanfeng Lithium* Private placement will result,reuters
588,BRIEF-Johnson Matthey Battery Materials approves lithium hydroxide from Nemaska Lithium,05/05/2017,May 5 (Reuters) - Nemaska Lithium Inc:* Johnson Matthey Battery Materials approves lithiumhydroxide from Nemaska Lithium and releases $2,reuters
589,"Argentina says lithium output to grow to 145,000 tonnes by 2022",02/05/2017,"BUENOS AIRES, May 2 (Reuters) - Lithium production inArgentina of lithium, a hotlydemanded material used in car batteries and mobile",reuters
590,BRIEF-Macarthur Minerals enters MOU to acquire lithium projects,02/05/2017,mou to acquire lithium projectsin the pilbara with li2o grades up to 3.72 pct associated withspodumene/lithium pegmatites at Marble Bar,reuters
591,BRIEF-LSC Lithium reports Q2 loss per share $0.03,28/04/2017,April 28 (Reuters) - LSC Lithium Corp-* LSC Lithium reports second quarter 2017 financial results* LSC Lithium Corp qtrly loss per share,reuters
592,BRIEF-Advantage Lithium to commence drilling at Cauchari,26/04/2017,April 26 (Reuters) - Advantage Lithium Corp* Orocobre/Advantage Lithium to commence drilling atcauchari* Advantage Lithium - increasing,reuters
593,"BRIEF-Advantage Lithium mobilizes rig for phase 1 drilling at Cauchari, Argentina",26/04/2017,April 26 (Reuters) - Advantage Lithium Corp* Advantage Lithium,reuters
594,BRIEF-Jiangsu Guotai's unit to invest in lithium battery related project,25/04/2017,) in lithium battery related projectSource text in Chinese: http,reuters
595,Shareholders in Chilean lithium firm SQM shake up governance,18/04/2017,"supplier of lithium, they said, a move thatwill see controlling manipulation.SQM has exclusive rights to tap vast reserves of lithium",reuters
596,BRIEF-Lithium X appoints Bassam Moubarak chief financial officer,18/04/2017,April 18 (Reuters) - Lithium X Energy Corp* Lithium X appoints* Lithium X Energy Corp says Kriznic will remain as anadvisor,reuters
597,"Suzuki, Toshiba, Denso to start India lithium-ion battery JV",14/04/2017,"lithium-ion batteriesfor automobiles in India, where auto emissioncompanies will realize stable supply of lithium-ion batterypacks",reuters
598,BRIEF-Lithium Energi Exploration appoints Steven Howard as CEO,12/04/2017,April 12 (Reuters) - Lithium Energi Exploration Inc:* Lithium,reuters
599,"If you thought lithium was exciting, try cobalt: Andy Home",10/04/2017,By Andy HomeLONDON (Reuters) - Lithium was the super-hot metals story of 2016. A spectacular price rally propelled lithium out,reuters
600,"COLUMN-If you thought lithium was exciting, try cobalt: Andy Home",10/04/2017,", April 10 (Reuters) - Lithium was the super-hotmetals story of 2016.A spectacular price rally propelled lithium out of themetallic shadows",reuters
601,BRIEF-Advantage Lithium commences drilling at neptune lithium brine project,06/04/2017,"April 6 (Reuters) - Advantage Lithium Corp-* Advantage Lithium JV commences drilling at neptune lithiumbrine project, in nevada's clayton",reuters
602,BRIEF-Advantage Lithium to sell Stella Marys project to LSC Lithium,31/03/2017,March 31 (Reuters) - Advantage Lithium Corp* Advantage Lithium to monetize Stella Marys project throughsale to LSC Lithium Corporation,reuters
603,BRIEF-Orocobre Execution of an agreement for sale of exploration tenure at Salinas Grandes to LSC Lithium Limited,29/03/2017,for sale of exploration tenureat Salinas Grandes to LSC Lithium Limited,reuters
604,"BRIEF-Lithium Americas reports results of special meeting of shareholders, provides update on strategic financings",28/03/2017,March 28 (Reuters) - Lithium Americas Corp* Lithium Americas reports on strategic financings* Lithium Americas- continues to advance completion,reuters
605,BRIEF-Lithium Americas Corp continues to advance completion of strategic investments,28/03/2017,March 28 (Reuters) - Lithium Americas Corp:* Lithium Americas on strategic financings* Lithium Americas Corp - continues to advance,reuters
606,"Argentina says Enirgi, Orocobre to invest $880 million in lithium",23/03/2017,"will expand their production of lithium in Argentina of lithium, a hotly demanded material used in car batteries and mobile phones",reuters
607,"Argentina says Enirgi, Orocobre to invest $880 mln in lithium",23/03/2017,"and Orocobre will expand their productionof lithium in Argentina of lithium, a hotlydemanded material used in car batteries",reuters
608,"BRIEF-Alset Energy says receives drilling permits for La Salada lithium project in Zacatecas, Mexico",23/03/2017,permits to commence drilling at itsLa Salada lithium project near,reuters
609,BRIEF-Nemaska says FMC Corp makes US$10 mln payment per lithium carbonate supply agreement,22/03/2017,March 22 (Reuters) - Nemaska Lithium Inc:* FMC Corporation makes a US$10m payment per lithiumcarbonate supply agreement* On track,reuters
610,BRIEF-Anhui Ankai Automobile signs agreement with lithium battery maker Optimumnano Energy,21/03/2017,strategic agreement with lithium batterymanufacturer Optimumnano Energy,reuters
611,BRIEF-Albemarle positioned to double lithium concentrate production at Greenbushes facility,16/03/2017,"and tianqi lithium, has approvedexpansion of lithium concentrate",reuters
612,BRIEF-LSC Lithium exercises option to buy Lithea Inc,15/03/2017,March 15 (Reuters) - LSC Lithium Corp:* LSC Lithium exercises option,reuters
613,BRIEF-Nemaska Lithium says produces up to 6.65% li2o concentrate from DMS Modular Mill,14/03/2017,March 14 (Reuters) - Nemaska Lithium Inc* Nemaska lithium inc says,reuters
614,BRIEF-Power Metals announces intention to spin-out its hard-rock lithium assets,13/03/2017,intention to spin-out itshard-rock lithium assets* intends lithium assets to newly formed subsidiary* Says directors and management,reuters
615,Crowded herd of lithium explorers faces culling as supplies rise,06/03/2017,"of explorersfighting for capital to produce lithium faces a painfulreckoning 60 percent to 300,000 tonnes oflithium carbonate equivalent (LCE",reuters
616,BRIEF-Pplateau Uranium reports consistent 61-73% lithium recoveries from Macusani Uranium Mineralization at temperatures of 65-85°c,02/03/2017,"consistent 61-73% lithiumrecoveries from Macusani Uranium work on uranium,lithium and other associated metalsSource text for Eikon:Further company coverage:",reuters
617,Codelco's lithium assets lure big sector companies: CEO,28/02/2017,", the world's biggest copper producer, to develop its lithium assets to help it develop its lithium assets, Pizarro said on the sidelines",reuters
618,Albemarle's Chilean lithium plant partially closed after storm,27/02/2017,"SANTIAGO, Feb 27 (Reuters) - A lithium plant at Albemarle's in the top metals exporter said they wereunaffected but U.S. lithium firm",reuters
619,BRIEF-U.S. Lithium acquires mining project in saskatchewan,24/02/2017,Feb 24 (Reuters) - Us Lithium Corp* U.S. Lithium acquires mining project in Saskatchewan* US Lithium Corp - Entered an agreement,reuters
620,BRIEF-Ericsson and Panasonic to cooperate on lithium ion batteries,24/02/2017,Ericsson and Panasonic will join forces tobring Panasonic lithium ion,reuters
621,BRIEF-Lithium X Energy have agreed to purchase 7.9 mln shares at price of c$1.90 per share,22/02/2017,Feb 22 (Reuters) - Lithium X Energy Corp* Announces c$15 million,reuters
622,BRIEF-LITHIUM X ENERGY RECEIVED PERMITS FOR CONSTRUCTION OF INITIAL PONDING FACILITY AS PART OF SALTA EXPLORACIONES S.A. JV,21/02/2017,Feb 21 (Reuters) - Lithium X Energy Corp:* LITHIUM X ENERGY CORP,reuters
623,BRIEF-Bacanora announces acquisition of 50 pct interest in strategic german lithium asset,21/02/2017,"acquisition of 50 pct interest instrategic german lithium asset* Entered lithium project in Southern Saxony, Germanyfrom SolarWorld Ag* Bacanorra",reuters
624,BRIEF-SolarWorld enters partnership with Bacanora Minerals for lithium mining in ore mountains,21/02/2017,"Feb 21 (Reuters) - SolarWorld AG* Enters partnership for lithium* Under name Deutsche Lithium GmbH, future joint venture",reuters
625,Chile's SQM sees lithium demand growing 8-10 pct this year - paper,19/02/2017,"for lithium to grow between 8 percent and 10 percent this yearand is working of lithium and iodine, has been trying toconsolidate its position",reuters
626,BRIEF-Nemaska Lithium provides update on Phase 1 plant,13/02/2017,Feb 13 (Reuters) - Nemaska Lithium Inc* Nemaska lithium achieves Matthey BatteryMaterials* Nemaska lithium inc - received a $3,reuters
627,Argentina lithium projects seek financing as production seen tripling,08/02/2017,By Juliana CastillaBUENOS AIRES (Reuters) - Argentina's lithium. Demand for lithium - a crucial material in electric car batteries,reuters
628,Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,"By Andy HomeLONDON (Reuters) - There's lithium in them there Cornish hills!News that a start-up, Cornish Lithium, is going to explore",reuters
629,RPT-COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,") - There's lithium in them thereCornish hills!News that a start-up, Cornish Lithium, is going to explorefor the ""metal of the future",reuters
630,COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,03/02/2017,"By Andy HomeLONDON, Jan 3 (Reuters) - There's lithium in them thereCornish hills!News that a start-up, Cornish Lithium, is going to explore",reuters
631,BRIEF-MGX Minerals buys Lisbon Valley Petro Lithium project in Utah,02/02/2017,Valley Petro Lithium Projectin UtahSource text for Eikon: Further company coverage:,reuters
632,Canada's MGX Minerals hunts battery lithium in oilfields,30/01/2017,"the production of lithium to justone day, CEO Jared Lazerson told Reuters.Hopes topping C$100 million ($76 million),Reuters data shows.Lithium, known",reuters
633,U.S. agency calls for safer lithium-ion batteries after Samsung fires,24/01/2017,"(Reuters) - Safety standards for lithium-ion batteries need for lithium-ion batteries in smartphones, the commission said",reuters
634,BRIEF-Advantage lithium to proceed with Orocobre deal to acquire Cauchari project,24/01/2017,Jan 24 (Reuters) - Advantage Lithium Corp :* Advantage Lithium,reuters
635,BRIEF-LITHIUM AMERICAS ANNOUNCES $112 MLN STRATEGIC INVESTMENT BY BANGCHAK PETROLEUM,19/01/2017,"Jan 19 (Reuters) - Lithium Americas Corp* LITHIUM AMERICAS ANNOUNCES OF CAUCHARI-OLAROZ LITHIUM PROJECT INJUJUY, ARGENTINA* BCPI",reuters
636,Britain's Cornish Lithium in exploration agreement with Strongbow,19/01/2017,"LONDON, Jan 19 (Reuters) - British mining company Cornishlithium agreements with Canada's Strongbow Exploration to explore for lithium",reuters
637,BRIEF-LiCo Energy signs agreement to buy lithium exploitation concession in Chile,18/01/2017,signs a definitive option agreement toacquire lithium exploitation,reuters
638,Chile to invite bids on value-added lithium tech in April,17/01/2017,lithium resources to move it up the value chain with cathode or battery as relations remain bitter with local lithium producer SQM ,reuters
639,BRIEF-Lithium Exploration Group announces $1.2m sales contract negotiation as New York Times reports on 3 California Utilities lithium ion battery storage facilities,17/01/2017,Jan 17 (Reuters) - Lithium Exploration Group Inc* Lithium reports on 3 California Utilitieslithium ion battery storage,reuters
640,BRIEF-Lithium Americas announces US$174 mln strategic investment by Ganfeng Lithium,17/01/2017,Jan 17 (Reuters) - Lithium Americas Corp :* Lithium Americas announces us$174 million strategicinvestment by Ganfeng Lithium* Lithium,reuters
641,"BRIEF-Jiangxi Ganfeng Lithium's units to invest in Canada firm, battery project",17/01/2017,Jan 17 (Reuters) - Jiangxi Ganfeng Lithium Co Ltd* Says Hong Kong in Lithium Americas Corp for $49 million* Says unit plans to invest,reuters
642,BRIEF-American Lithium cancels Clayton Valley acquisition,11/01/2017,"Jan 11 (Reuters) - American Lithium Corp* American Lithium cancels Clayton Valley acquisition,amends financing terms* American Lithium",reuters
643,BRIEF-Nemaska Lithium receives Australian patent for Lithium Hydroxide and Carbonate production,11/01/2017,Jan 11 (Reuters) - Nemaska Lithium Inc* Nemaska Lithium receives Australian patent for LithiumHydroxide and Carbonate productionSource,reuters
644,BRIEF-Albemarle receives final approval to expand lithium operations in Chile,04/01/2017,to expand lithiumoperations in Chile* Albemarle Corp - Agreed to amend its lithium productionrights agreement with Chilean Economic,reuters
645,BRIEF-LiCo Energy enters into letter of intent to acquire lithium exploitation concession in Chile's lithium triangle,03/01/2017,"enters into letter of intent to acquirelithium exploitation concession, Salar De Atacama in Chile'slithium triangle* Deal will require LiCo",reuters
646,BRIEF-Metalicity signs deal to acquire prospective lithium exploration portfolio from Fortescue Metals,20/12/2016,"Dec 20 (Reuters) - Metalicity Ltd* agreement for lithium acquisition,fmg-mct.ax* Asx alert-agreement for lithium acquisition,fmg-mct.ax",reuters
647,BRIEF-Alset options Wisa Lake lithium project to Ardiden Ltd,19/12/2016,* Alset options Wisa Lake lithium project to Ardiden Limited,reuters
648,BRIEF-Kairos Capital says entered LOI to acquire a lithium property portfolio in Chile,19/12/2016,#NAME?,reuters
649,"Factbox: New mines, expansions in lithium",15/12/2016,LONDON (Reuters) - The global lithium market is heading for a surplus new projects.The four main lithium producers this year announced,reuters
650,Stampede to invest in lithium mines threatens price gains,15/12/2016,"and expanded mines for lithium, a key ingredient in batteries used in electric in, potentially curbing price gains.While demand for lithium batteries",reuters
651,BRIEF-Ultra Lithium Inc options 100 claims at Big Smoky Valley Brine Lithium property to Metron Capital Corp,07/12/2016,Dec 7 (Reuters) - Ultra Lithium Inc* Ultra Lithium Inc options 100 claims at Big Smoky ValleyBrine Lithium property to Metron Capital,reuters
652,BRIEF-Millennial Lithium drilling results at Pastos Grandes,06/12/2016,Dec 6 (Reuters) - Millennial Lithium Corp -* Drilling results,reuters
653,BRIEF-Zhejiang Golden Eagle to invest 195 mln yuan in lithium battery material project,06/12/2016,to invest 195 million yuan ($28.36 million)in lithium battery material,reuters
654,BRIEF-Mianyang Fulin Precision Machining completes full acquisition of lithium battery firm,05/12/2016,:* Says it completes full acquisition of 100 percent stake inlithium,reuters
655,BRIEF-Jiangxi Ganfeng Lithium's unit GFL to buy shares of Canada's lithium firm,01/12/2016,Dec 1 (Reuters) - Jiangxi Ganfeng Lithium Co Ltd* Says GFL International will own 18.06 percent inInternational Lithium after transaction,reuters
656,"BRIEF-Albemarle - Tianqi to acquire 20% indirect ownership interest in Rockwood Lithium GmbH, units",30/11/2016,"in Rockwood LithiumGmbH, unitsSource text for Eikon: Further company coverage:",reuters
657,SQM quarterly profit more than quadruples as lithium prices boom,23/11/2016,"producers of lithium, reported its quarterly profit more than quadrupled, powered by higher lithium prices.SQM, which also produces iodine",reuters
658,BRIEF-Lithium Americas' subsidiary Hectatone announces royalty agreement with Delmon,22/11/2016,"Nov 22 (Reuters) - Lithium Americas Corp -* Forecasts revenues inJanuary, 2018* Lithium Americas' subsidiary Hectatone Inc. announces",reuters
659,BRIEF-Millennial lithium announces signing of agreement with Southern Lithium Corp,18/11/2016,Nov 18 (Reuters) - Millennial Lithium Corp :* Millennial lithium-ppg* Millennial lithium announces signing of definitiveagreement with Southern,reuters
660,BRIEF-Shenzhen Jiawei Photovoltaic Lighting unit to sign strategic cooperation agreement for lithium-ion electric vehicle business,17/11/2016,for lithium-ion electric vehicle business with threemotor companiesSource,reuters
661,BRIEF-Millennial Lithium drilling commenced at Pastos Grandes,16/11/2016,Nov 16 (Reuters) - Millennial Lithium Corp -* Drilling commenced,reuters
662,BRIEF-American Lithium appoints Marc Edward Bruner chairman,16/11/2016,Nov 16 (Reuters) - American Lithium Corp :* American Lithium,reuters
663,BRIEF-Millennial signs letter of intent to option its cruz property to Southern Lithium Corp,03/11/2016,Nov 3 (Reuters) - Millennial Lithium Corp* Millennial signs letter of intent to option its cruz property to southern lithium corp,reuters
664,Chile holds line on lithium exploration limits despite price rise,02/11/2016,"lithium reserves, thecountry's mining minister told Reuters on Wednesday.Battery-grade lithium prices tripled to more than $20,000 atonne",reuters
665,BRIEF-Benz Mining says terminates option agreement with Zimtu Capital Corp to buy up to 100 pct interest in Lithium project,31/10/2016,inlithium project* Benz Mining Corp announces termination of option,reuters
666,"BRIEF-FMC Corp, Nemaska Lithium sign long-term lithium carbonate supply agreement",31/10/2016,Oct 31 (Reuters) - Nemaska Lithium Inc* FMC Corporation and Nemaska Lithium sign long-term lithiumcarbonate supply agreementSource text for Eikon: Further company coverage:,reuters
667,BRIEF-Fmc Corp signs lithium carbonate supply agreement with Nemaska Lithium,31/10/2016,Oct 31 (Reuters) - Fmc Corp* Fmc Corporation signs long-term lithium carbonate supplyagreement with nemaska lithiumSource text for Eikon: Further company coverage:,reuters
668,"Warming to lithium-ion, Toyota charges up its battery options",30/10/2016,) - Engineers at Toyota Motor Corp say they have tamed volatile lithium and Nissan Motor Co began adopting lithium-ion battery technology,reuters
669,BRIEF-Advantage Lithium to acquire Stella Marys Project in Argentina,28/10/2016,"Oct 28 (Reuters) - Advantage Lithium Corp* Advantage Lithium signs ""lithium triangle""* Advantage Lithium signs definitive agreement",reuters
670,Chile lithium firm SQM seeks to leave behind Pinochet legacy,27/10/2016,"By Rosalba O'BrienMARIA ELENA, Chile, Oct 27 (Reuters) - Lithium producers of lithium, iodine and nitrates, and itsexecutives say",reuters
671,"BRIEF-Scientific Metals enters into agreement to acquire two lithium brine projects, Argentina",26/10/2016,into standstill agreement toacquire two lithium brine projects to buy 100% interest in two prospective lithium brineprojects,reuters
672,BRIEF-Beijing Sevenstar Electronics to set up vacuum tech unit and lithium battery tech unit in Beijing,26/10/2016,"in Beijing,which is engaged in lithium battery technology* Says",reuters
673,BRIEF-Nevada Sunrise and Advantage Lithium begin drilling program at Clayton Northeast project,18/10/2016,and Advantage Lithium begin drillingprogram at Clayton northeast project,reuters
674,"BRIEF-Qmc Quantum to acquire former Irgon Lithium Mine, Cat Lake, Manitoba",13/10/2016,"former Irgon Lithium Mine, CatLake, ManitobaSource text for Eikon: Further company coverage:",reuters
675,Samsung's woes highlight explosive limits of lithium batteries,12/10/2016,By Jeremy WagstaffSINGAPORE (Reuters) - Lithium-based batteries have with lithium-ion are not new.The U.S. Consumer Product Safety Commission,reuters
676,BRIEF-Stria Lithium cancels private placement,07/10/2016,Oct 7 (Reuters) - Stria Lithium Inc* Stria lithium cancels private,reuters
677,U.S. plans to stockpile more lithium compounds used in batteries,05/10/2016,") said it has a mandate to buy 600 kg of lithium cobaltoxide (LCO) and 2,160 kg of lithium nickel cobalt aluminiumoxide (NCA) in the fiscal",reuters
678,Russian nuclear firm Rosatom eyes Chilean lithium,02/10/2016,"and discuss ""collaboration in possible lithium projects,"" a government of lithium, a mineral used in rechargeable batteries and electronics that has",reuters
679,BRIEF-Argentina Lithium announces private placement,29/09/2016,Sept 29 (Reuters) - Argentina Lithium & Energy Corp :* Argentina Lithium announces private placement* A non-brokered private placement,reuters
680,BRIEF-Ultra Lithium signs binding LOI to acquire lithium salar project in Argentina,22/09/2016,Sept 22 (Reuters) - Ultra Lithium Inc :* Ultra Lithium signs a binding LOI to acquire lithium salarproject in Argentina and announces,reuters
681,"Chile's SQM says will boost annual lithium hydroxide capacity 7,500 tonnes",21/09/2016,"its annual lithium hydroxideproduction capacity by 7,500 tonnescapacity of 7,000 tonnes.Lithium hydroxide is used mainly",reuters
682,RPT-COLUMN-The lithium supply battle starts to heat up: Andy Home,20/09/2016,"(Reuters) - The lithium rush is on.Not a day goes by without, which is now alithium prospect irrespective of what minerals were",reuters
683,The lithium supply battle starts to heat up: Andy Home,20/09/2016,"By Andy HomeLONDON (Reuters) - The lithium rush is on. Not a day development on their property, which is now a lithium prospect",reuters
684,COLUMN-The lithium supply battle starts to heat up: Andy Home,20/09/2016,"for Reuters.)By Andy HomeLONDON, Sept 20 (Reuters) - The lithium rushabout an exciting development on their property, which is now alithium",reuters
685,BRIEF-Electrovaya signs an agreement for development of lithium-Ion batteries,20/09/2016,Sept 20 (Reuters) - Electrovaya Inc* Project commences immediately and will progress through2017 with large volume commercial production,reuters
686,BRIEF-Electrovaya to supply lithium ion batteries to Hyster-Yale,15/09/2016,lithium ion batteries toHyster-Yale group Source text for Eikon: Further company coverage:,reuters
687,BRIEF-Advantage Lithium to acquire Stella Marys Project,14/09/2016,"Sept 14 (Reuters) - Advantage Lithium Corp* Advantage Lithium to acquire Stella Marys project inArgentina's ""lithium triangle""Source",reuters
688,BRIEF-Advantage Lithium says interim CEO resigned,13/09/2016,Sept 13 (Reuters) - Advantage Lithium Corp* Advantage Lithium,reuters
689,BRIEF-Advantage Lithium appoints David Sidoo as CEO,13/09/2016,Sept 13 (Reuters) - Advantage Lithium Corp* Advantage Lithium,reuters
690,"BRIEF-Albemarle signs agreement for exclusive exploration, acquisition rights to lithium resource in Argentina",12/09/2016,"for exclusive exploration andacquisition rights to lithium resource., forexclusive exploration and acquisition rights to a lithiumresource",reuters
691,BRIEF-Advantage Lithium to acquire interest in 4 lithium brine projects in Mexico,12/09/2016,Sept 12 (Reuters) - Advantage Lithium Corp :* Advantage Lithium to acquire interest in 4 lithium brineprojects in Mexico* Acquired,reuters
692,"BRIEF-Cypress acquires 2nd lithium project adjacent to Silver Peak Mine in Clayton Valley, Nevada",08/09/2016,"lithium project adjacent to SilverPeak mine in Clayton Valley, Nevada",reuters
693,"BRIEF-American Lithium starts Phase 2 drilling to test Lithium Brine potential at Fish Lake Valley and Clayton Valley projects in Nevada, USA",06/09/2016,Sept 6 (Reuters) -* American Lithium starts Phase 2 drilling to test LithiumBrine potential at Fish Lake Valley and Clayton Valley,reuters
694,China's Tianqi Lithium to build $300 mln plant in Australia,06/09/2016,"MELBOURNE, Sept 6 (Reuters) - China's Tianqi LithiumIndustries for lithiumbatteries used in electric cars and high-end energy",reuters
695,BRIEF-Hengdian Group DMEGC Magnetics to invest 3 bln yuan in lithium-ion battery project,25/08/2016,it plans to invest 3.0 billion yuan ($450.72 million)in lithium-ion,reuters
696,BRIEF-Cypress Development options lithium property in Nevada to Pure Energy Minerals,24/08/2016,#NAME?,reuters
697,"BRIEF-Neo Lithium appoints Carlos Vicens as new CFO, effective immediately",23/08/2016,Aug 23 (Reuters) - Neo Lithium Corp* Julio Martinez has resigned from his role as chieffinancial officer of Neo Lithium to pursue other,reuters
698,BRIEF-Albemarle to acquire lithium salts production assets in Asia,23/08/2016,"agreement to acquire lithiumsalts production assets in Asia* Albemarle lithium salts capacity of 15,000 mt/year, with ability toexpandSource",reuters
699,BRIEF-Ore Acquisition acquired common shares of Rodinia Lithium as part of deal with Aberdeen,16/08/2016,"shares of Rodinia Lithium Inc. As part oftransaction with Aberdeen of 17,362,811 common shares of RodiniaLithium Inc at a deemed price per",reuters
700,BRIEF-Millennial Lithium increases financing to maximum of 7.5 mln units at 65 cents,15/08/2016,Aug 15 (Reuters) - Millennial Lithium Corp:* Update on Argentina,reuters
701,BRIEF-Advantage Lithium says David Sidoo has been appointed as President,11/08/2016,Aug 11 (Reuters) - Advantage Lithium Corp* Says resignation of Marc,reuters
702,"BRIEF-Lithium Americas appoints executive VP, finance and corporate development",11/08/2016,Aug 11 (Reuters) - Lithium Americas Corp:* Lithium Americas,reuters
703,BRIEF-Advantage Lithium receives conditional approval to close $4 mln financing,02/08/2016,Aug 2 (Reuters) - Advantage Lithium Corp :* Advantage Lithium,reuters
704,BRIEF-BYD to boost lithium battery unit's capital by 6 bln yuan,28/07/2016,July 28 (Reuters) - BYD Co Ltd* Says it plans to boost lithium,reuters
705,Lithium Power CEO eyes quick growth in Chile,26/07/2016,"By Rosalba O'BrienSANTIAGO (Reuters) - Lithium Power, the latest ingredient lithium, is planning to start drilling by September and ramp up",reuters
706,BRIEF-Avalon Advanced Materials provides update on Separation Rapids lithium project,25/07/2016,"progress report on the separation rapidslithium project, kenora",reuters
707,"BRIEF-Shandong Jiangquan buys lithium producer via asset swap, cash and share issue",25/07/2016,it plans to buy Shandong Ruifu Lithium for 2.2billion yuan ($329.44 million,reuters
708,BRIEF-FMC accelerates battery grade lithium hydroxide expansion with multi-year supply agreement,25/07/2016,"plans to further increasecapacity of lithium hydroxide, raising co's battery grade lithiumhydroxide expansion following execution",reuters
709,Lithium rivals SQM and Albemarle sign environment deal,21/07/2016,"biggest lithium producers, have agreed to work together",reuters
710,Casualty of Australia's iron ore war seeks second chance in lithium,21/07/2016,"to propel electric cars to speeds of 250 km (150 miles) per hour: lithium. ""As long as we can keep our costs low, we've got a good shot."" Lithium",reuters
711,BRIEF-Lithium X gives Argentinian project update,20/07/2016,July 20 (Reuters) - Lithium X Energy Corp* Says construction permits for pilot ponding facilityanticipated within 60 days* Lithium X,reuters
712,BRIEF-Millennial Lithium to acquire Argentina lithium project,19/07/2016,"July 19 (Reuters) - Millennial Lithium Corp :* At this time, company of $0.65 cents per unit* Millennial Lithium enters into agreement",reuters
713,BRIEF-Nemaska Lithium begins targeted definition drilling campaign on Whabouchi Project,13/07/2016,July 13 (Reuters) - Nemaska Lithium Inc* Co begins targeted existing lithiumresource* Nemaska Lithium Inc says drilling program,reuters
714,BRIEF-Litium: First customer for e-commerce service from Lithium and Klarna,08/07/2016,"Sängfabriken, for newly launched e-commerce service fromLithium",reuters
715,BRIEF-Nemaska Lithium commences trading on Toronto Stock Exchange,08/07/2016,July 8 (Reuters) -* Nemaska Lithium completes $69 million financing,reuters
716,BRIEF-Advantage Lithium grants stock options,07/07/2016,July 7 (Reuters) - Advantage Lithium Corp* Grants stock options,reuters
717,BRIEF-Rodinia Lithium closes investment in Kombat Copper,05/07/2016,July 5 (Reuters) - Rodinia Lithium Inc :* Rodinia announces closing,reuters
718,"As lithium market booms, explorer Neo Lithium eyes Toronto listing",05/07/2016,,reuters
719,BRIEF-Pacific Imperial Mines acquires Eagle Mountain Lithium Prospect,05/07/2016,Mines Inc acquires Eagle Mountain LithiumProspect* Acquired by staking a 100 pct interest in Eagle MountainLithium Prospect located in Inyo,reuters
720,"BRIEF-Lithium X increases private placement offering to total gross proceeds of $10,000,000",05/07/2016,July 5 (Reuters) - Lithium X Energy Corp* Lithium x increases,reuters
721,BRIEF-Nemaska Lithium to offer 43.5 mln units for proceeds of $50 mln,30/06/2016,June 30 (Reuters) - Nemaska Lithium says :* Will offer minimum,reuters
722,BRIEF-Lithium X announces private placement of $8.25 million,30/06/2016,June 30 (Reuters) - Lithium X Energy Corp* Lithium X announces,reuters
723,BRIEF-Nevada Energy says acquired 73.6 square km lithium prospect,28/06/2016,square km lithium prospectSource text for Eikon: Further company,reuters
724,BRIEF-Sonova to launch lithium-ion rechargeable hearing aid,27/06/2016,platform including the firstmainstream lithium-ion rechargeable hearing aid mainstream lithium-ion rechargeable hearing aidSource text for Eikon,reuters
725,BRIEF-Stria Lithium announces a non-brokered private placement for $1 mln,23/06/2016,June 23 (Reuters) - Stria Lithium Inc :* Stria Lithium announces,reuters
726,BRIEF-American Lithium launches drill campaign in Nevada,22/06/2016,June 22 (Reuters) - American Lithium Corp :* American Lithium launches comprehensive drill campaign inFish Lake Valley lithium brine,reuters
727,BRIEF-BYD in agreement to set up lithium products JV,21/06/2016,Industry Co Ltd on lithium productsSource text in Chinese: http://bit.ly,reuters
728,BRIEF-North South Petroleum to buy option for working interest in lithium projects,20/06/2016,for working interest in fiveNevada-based lithium projects and water,reuters
729,BRIEF-Nevada Sunrise options Nevada Lithium projects to North South Petroleum Corp,20/06/2016,June 20 (Reuters) -* Nevada sunrise options nevada lithium projects in 5 of itslithium exploration projectsSource text for Eikon,reuters
730,"BRIEF-Wealth signs LOI to buy Pujsa Lithium Project, Salar De Pujsa, Chile",16/06/2016,"Pujsa Lithium Project, SalarDe Pujsa, ChileSource text for Eikon: Further company coverage:",reuters
731,BRIEF-Nemaska Lithium conditionally approved for TSX listing,15/06/2016,June 15 (Reuters) - Nemaska Lithium Inc :* Nemaska Lithium,reuters
732,BRIEF-Eureka acquires 50 pct interest in Gemini lithium project,08/06/2016,lithium projectSource text for Eikon: Further company coverage: (Bengaluru Newsroom: +1-646-223-8780),reuters
733,BRIEF-Unity Energy says samples at Miller's confirms presence of Lithium,08/06/2016,"crossing identifies anomalousLithium concentrations* Results confirmed presence of Lithium in alluvial gravelsand clays ,also indicated",reuters
734,"RPT-COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"(Reuters) - Lithium is shaping up to be TheNext Big Thing.Prices are going the metal's prospects.The Global X lithium fund, one of the very few",reuters
735,"What price lithium, the metal of the future? Andy Home",06/06/2016,"are those of the author, a columnist for Reuters.) Lithium is shaping up. The Global X lithium fund, one of the very few ways to get in on the action",reuters
736,"COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"for Reuters)*By Andy HomeLONDON, June 6 (Reuters) - Lithium is shaping.The Global X lithium fund, one of the very few ways toget",reuters
