,headline,date,snippet,source
149,Glencore’s black flag snags in investors’ screens,04/02/2019,"piece of cake (4) Solution 16,03423 Lithium iron slug’s hollow ring HPRW L FRQ UDFHPH",ft
150,China bets on hydrogen power,03/01/2019,"The country’s gold mines have already surpassed the total output of 2017, for example, while a plant for the production of lithium carbonate project in Kwekwe is off to a promising start. Critically, agriculture is increasingly being funded by the private sector.",ft
151,Miners plot sustainable future,28/12/2018,"Dyson’s other forte is batteries. It already makes 7 per cent of the world’s lithium ion cells, to power devices such as its cordless floor cleaners.",ft
152,CROSSWORD,07/12/2018,Asian manufacturers have already signed up much of the available supply of raw materials such as lithium and cobalt.,ft
153,Zimbabwe has no choice but to embark on painful reforms,14/11/2018,"The bloc has cobalt, lithium, graphite and nickel deposits in France, Finland, Portugal, Spain and the Czech Republic, Mr Sefcovic said. Mr Srivastava said that with a combination of recycling and new, lower cobalt batteries, “there will be enough cobalt” in the near term.",ft
154,A British inventor pivots to Asia,27/10/2018,"LITHIUM MINES #1,SALTFLATS,ATACAMA DESERT, CHILE, 2017 BY EDWARD BURTYNSKY",ft
155,EU battery jolt may fail to energise its auto sector,18/10/2018,"Even if carmakers have battery vehicles on the market, stepping up their output is challenging because the parts that go into them — batteries containing lithium, cobalt and other rare materials — are in high demand.",ft
156,Brussels offers billions to spark electric car battery investment,16/10/2018,"So we had a lithium boom, a threefold run-up in the cobalt",ft
157,Index,13/10/2018,"The start-up developed a suite of different technologies — blockchain, RFID and data matrix coding — to track diamonds from mines to retailers and is now diversifying to prove the provenance of fine wine, gemstones, metals and the lithium and cobalt in next-generation batteries.",ft
158,Carmakers forced to speed up electric plans,08/10/2018,"Since then the group, led by deal-maker Sonny Wu, has appeared in a number of high-profile auctions for overseas assets. In the second half of last year it entered the race for a stake in SQM, the Chilean lithium producer, but was beaten by Tianqi, the Chinese battery maker.",ft
159,Palladium price soars as carmakers throw in sponge,01/10/2018,"The world of threatened beasts meshes with the spiralling descent of the poet’s mother into lithium tremors, depression and psychosis, triggered by the beatings and abuse by Petit’s father.",ft
160,‘Friends call it the Taj Mahal of trains’,11/08/2018,"• Klout, a Lithium Technologies product that created rating scores for social media users",ft
161,Nissan scraps $1bn sale of battery unit to Chinese buyout group,03/07/2018,"Even in that fantasy world, we will need a lot more copper, vanadium, lithium and other minerals to raise world living standards. Poor farmers in India with kerosene lamps will want electrified houses. Africans need electric generators and transmission lines to build an industrial economy. Of course the workers and",ft
162,Pascale Petit’s wilderness,26/05/2018,Panasonic has committed up to $1.6bn for the gigafactory and in turn been granted exclusivity in supplying lithium ion batteries for Tesla’s Model 3. It had expected these costly investments to start to pay off this year but that will now have to wait until Tesla increases production.,ft
163,US groups put prudence before profit and quit Europe to avoid GDPR pitfalls,25/05/2018,"The Big Bang that started our universe made only the three lightest elements: hydrogen, helium and a little lithium (1).",ft
164,Clean energy world needs strong mining sector,09/04/2018,"Solid state batteries, which Dyson has been developing for years, are a step change beyond lithium ion technology, with the ability to drive further and charge faster.",ft
165,Panasonic’s Tesla woes echo identity crisis across Japan Inc,04/04/2018,"Glencore gained 3.3 per cent to 415p, with Exane BNP Paribas positive on the group’s broad exposure to the “artisanal mining” of battery materials such as cobalt, nickel and lithium.",ft
166,The gold in our stars,22/03/2018,"motors and lithium batteries drive the turbo pumps in the engine, rather than the more complex and expensive gas generators used in traditional rockets. The company 3D prints its engines, which dramatically reduces the time it takes to build each rocket.",ft
167,Dyson’s daring cars move reflects tech clout,15/02/2018,"The $182m VanEck Vectors Rare Earth/Strategic Metals ETF returned 81.4 per cent last year, while the more tightly focused $1.1bn Global X Lithium & Battery Technology ETF delivered a 64 per cent return.",ft
168,3i lifted by payout hopes amid retailer Action’s bond sale,30/01/2018,"Last month, Volkswagen launched a tender seeking a minium of five years’ supply of cobalt. “A secure and sustainable supply of raw materials for the Li-ion (lithium ion) battery will be the key factor to become e-mobility market leader,” it said.",ft
169,Space invaders,25/01/2018,"Elsewhere I have suggested why such drugs as lithium, prazosin, pioglitazone might in combination be effective and it would cost only $1m to demonstrate this.",ft
170,Bitcoin sprinkles its sparkle on ETFs,08/01/2018,Chinese companies dominate global production of solar panels and are rapidly expanding in manufacturing of wind turbines and lithium batteries. They are in large part responsible for falling global costs of renewable power.,ft
171,Green revolution spreads to metals,06/12/2017,"Promoting electric cars is a good idea, for example. However, some of the biggest makers of lithium batteries have questionable governance records. And a lot of the cobalt in cathodes comes from a country tainted by child labour and powerful warlords.",ft
172,Letters,04/12/2017,"An LME working group with 70 car-makers, battery producers and miners involved in electric vehicles is due to meet in London this week to discuss new futures contracts for lithium and cobalt that would allow users to manage their exposure to fluctuating prices.",ft
173,A sharp reality check on the climate challenge,15/11/2017,The craze over electric vehicles has also sparked heavy trading in China in battery components such as lithium and cobalt.,ft
174,A guide to winning over the ethical-investment sceptics,06/11/2017,"If the environmental and economic motivations are clear, Beijing also sees a competitive edge to exploit: while it has long lagged behind in the technology of combustion engines, it boasts two of the top-five lithium battery makers in the world, CATL and carmaker BYD.",ft
175,Metals trade eyes fresh spark from electric cars,31/10/2017,Dyson said it believed its development of solid state batteries — which can hold higher power and charge in less time than conventional lithium ion batteries — would help it compete with more established rivals.,ft
176,Subsidies help China towards electric vehicle dominance,24/10/2017,"Unlike other resources where Japan has faced shortages, from oil to lithium, platelets cannot be imported or stored for long.",ft
