,headline,date,snippet,source
422,"China's General Lithium to launch 60,000 T spodumene converter by end-2020",12/04/2019,"SHANGHAI, April 12 (Reuters) - General Lithium Corp, China'sfourth-biggest lithium producer, plans to start building a plantto convert",reuters
423,CRU-CESCO-Copper industry to see more disruptions in 2019 -Antofagasta CEO,12/04/2019,"theAtacama salt flat, home to top lithium producers SQMand Albemarle.Authorities last year said copper and lithium companiesoperating",reuters
424,China's Tianqi agrees truce in battle over Chilean lithium miner SQM,11/04/2019,By Fabian CamberoSANTIAGO (Reuters) - China's Tianqi Lithium Corp of the world's second-biggest producer of lithium.Tianqi's $4.1,reuters
425,From turbines to thermostats: Copper miners eyes high-tech demand,10/04/2019,"to be produced, but also battery chemistry.Attempts to replace copper in a lithium-ion battery's anode with aluminum have failed so far, because lithium",reuters
426,CRU-CESCO-From turbines to thermostats: Copper miners eyes high-tech demand,10/04/2019,"in a lithium-ion battery's anodewith aluminum have failed so far, because lithium reacts withaluminum and corrodes.""It's an unfortunate",reuters
427,China's Greatpower to start producing nickel sulphate by end-2019 - chairman,10/04/2019,") - Greatpower Technology Co, aChinese supplier of chemicals for lithium-ion precursorsfor lithium-ion batteries, Cao said. Such firms include Ningbo",reuters
428,Portugal plans lithium licensing auction in May - minister,10/04/2019,"aninternational auction of lithium exploration licences nextmonth, where it will seek bidders' commitments to build a locallithium processing unit",reuters
429,"Exclusive: SK Innovation in talks to set up EV battery JVs with Volkswagen, China partners",10/04/2019,supply lithium-ion battery cells to Volkswagen. It is also building,reuters
430,Rio Tinto to join World Bank's green mining program,09/04/2019,"lithium, cobalt and other minerals critical to the global",reuters
431,CRU-CESCO-Rio Tinto to join World Bank's green mining program,09/04/2019,"sustainably mine lithium, cobalt and otherminerals critical to the global",reuters
432,Australian shares flat amid caution ahead of U.S. earnings; NZ falls,09/04/2019,", lithium miners such as Pilbara Minerals,Galaxy Resources and Kidman",reuters
433,German stocks - Factors to watch on April 8,08/04/2019,Lithium said it has signed a MoU withVolkswagen to offer lithium,reuters
434,RPT-Indonesia battery-grade nickel plant awaits environmental nod- developer,07/04/2019,", a component for lithium-ionbatteries used in electric vehicles (EVs here is lithium,""he said.Indonesia, the second-largest car producer",reuters
435,Copper producers gather; electric cars seen driving demand growth,07/04/2019,by rechargeable lithium-ion batteries to rise to 17 million units,reuters
436,CRU-CESCO-Copper producers gather; electric cars seen driving demand growth,07/04/2019,sales of electric vehicles powered byrechargeable lithium-ion batteries,reuters
437,S.Korea's LG Chem sets up joint venture with Vietnam's VinFast,06/04/2019,"and Production to produce lithium-ion batteriesfor the Vietnamese carmaker's of Hai Phong, with an aim toproduce lithium-ion battery packs",reuters
438,Exclusive: United States sets sights on China in new electric vehicle push,05/04/2019,with executives from automakers and lithium miners in early May nearly two-thirds of the world's lithium-ion batteries - compared to 5,reuters
439,Indonesia battery-grade nickel plant awaits environmental nod- developer,05/04/2019,", a component for lithium-ionbatteries used in electric vehicles (EVs here is lithium,""he said.Indonesia, the second-largest car producer",reuters
440,Energy group Total's Saft arm strikes China batteries deal,04/04/2019,their lithium-ion activity.Manufacturing will be based at the Changxing,reuters
441,Australia's Galaxy Resources names Simon Hay as CEO,03/04/2019,April 4 (Reuters) - Australian lithium explorer GalaxyResources Ltd,reuters
442,CANADA STOCKS-Energy shares push TSX higher,03/04/2019,"by volume were AuroraCannabis Inc, Nemaska Lithium Inc and Encana",reuters
443,Toyota to give royalty-free access to hybrid-vehicle patents,03/04/2019,Terashi said that the access excluded patents on its lithium-ion,reuters
444,METALS-Copper slips as Peru mine blockade seen ending,02/04/2019,said.GANFENG LITHIUM: China's Ganfeng Lithium Co willspend $160 million to boost its stake in an Argentinian lithiumproject with Lithium,reuters
445,"METALS-London copper down as dollar rises, Peru mine concerns ease",02/04/2019,LITHIUM: China's Ganfeng Lithium Cosaid on Monday it would spend $160 million to boost itsownership stake in an Argentina lithium project,reuters
446,"METALS-Copper falls for second day as dollar rises, Peru mine concerns ease",02/04/2019,"contracts for 2020, its chief executive said.* GANFENG LITHIUM: China's Ganfeng Lithium Cosaid on Monday it would spend $160 million",reuters
447,"METALS-Copper eases amid rising dollar, Peru mine offer",01/04/2019,* China's Ganfeng Lithium Co said on Monday itwould spend $160 million to boost its ownership stake in anArgentina lithium project,reuters
448,China's Ganfeng boosts stake in Argentina lithium project,01/04/2019,"By Ernest ScheyderApril 1 (Reuters) - China's Ganfeng Lithium Co in an Argentina lithium project with LithiumAmericas Corp, part",reuters
449,Japan's Sumitomo Metal plans 7.7 pct cut in FY19/20 copper output,01/04/2019,-aluminium (NCA)cathode materials used in Panasonic Corp's lithium,reuters
450,"RPT-COLUMN-Australia is enjoying a windfall commodities boom, but it won't last: Russell",31/03/2019,"toincrease over the forecast period are nickel and lithium, which",reuters
451,"COLUMN-Australia is enjoying a windfall commodities boom, but it won't last: Russell",29/03/2019,"the forecast period are nickel and lithium, whichnot coincidentally",reuters
452,"Aussie shares jump, on track for best quarter in nearly 10-yrs; NZ hits record",28/03/2019,Bank Ltd strengthened 0.8 percent toan over two-week high.Lithium,reuters
453,RPT-COLUMN-Struggling small miners may lead to bigger industry woes: Russell,28/03/2019,to bediscovered and developed by small companies.Lithium is a case,reuters
454,CANADA STOCKS-TSX futures edge higher amid trade optimism,28/03/2019,supply deal with Canada's Nemaska Lithiumas it seeks to grow its,reuters
455,CORRECTED-Johnson Matthey chooses Poland to produce new battery materials,28/03/2019,"withCanada's Nemaska Lithium as it seeks to grow itsexposure its material known as enhanced lithium nickel oxide,or eLNO, has",reuters
456,FTSE 100 gains on sterling slide; Brexit deadlock intact,28/03/2019,"with NemaskaLithium for the supply of lithium hydroxide, which is used",reuters
457,COLUMN-Struggling small miners may lead to bigger industry woes: Russell,28/03/2019,"by small companies.Lithium is a case in point, with the majority",reuters
458,Australia shares retreat on global growth anxiety; NZ up,27/03/2019,"peak, while Dacian Gold Ltd climbed 2.7percent.Lithium miner",reuters
459,"Anglo Pacific looks to growth in vanadium, lithium, potash, uranium",27/03/2019,"to expand in battery metals such as vanadium and lithium, or in potash ""entry point"".Other options could be lithium, potash or uranium",reuters
460,Indonesia nickel boom on track to overshadow palm oil: investment chief,27/03/2019,", stainless steel, carbon steel, lithium-ion battery cells, surpassing in stainless steel production - are also a vital ingredient for lithium-ion",reuters
461,Indonesia nickel boom on track to overshadow palm oil -investment chief,27/03/2019,"steel, lithium-ion battery cells, surpassing thatin the next 10 to 15 - are also avital ingredient for lithium-ion batteries used to power",reuters
462,LME waives listing fees for cobalt brands for six months,26/03/2019,its uses in electric cars. The LME also has a new lithium contract,reuters
463,Chile launches tender for value-added lithium projects,25/03/2019,discounted Chilean lithium provided by top miner SQM. Chilean a clause obligating the company to sell lithium at a reduced price,reuters
464,Finnish utility Fortum joins battery recycling market,25/03/2019,"lithium-ion batteries, it said on Monday, joining a global market hydrometallurgical process for recovering cobalt, manganese, nickel and lithium",reuters
465,Miner Antofagasta expects water agreement with BHP for Zaldivar mine-media,22/03/2019,lithium producers SQM and Albemarle.Chilean regulators last year,reuters
466,Amnesty faults electric vehicle batteries as carbon intensive,21/03/2019,"Production of lithium-ion batteries for EVs is power intensive, and factories",reuters
467,Australian shares bolstered by miners; NZ inches up to record high,17/03/2019,"producer in Australia, gained 1.2percent.Lithium miner Pilbara Minerals a lithium processing plant in South Korea.Financial stocks, the largest",reuters
468,Australia's Pilbara Minerals to produce battery chemicals with Posco,17/03/2019,"with steel-maker Posco by setting up a lithium processing plant in South to 40,000 kilo tonnes per annum of lithium carbonate equivalent. Pilbara",reuters
469,Pimco says some staff used 'legitimate' services of college scandal mastermind,15/03/2019,Advantage Lithium Corp Chief Executive David Sidoo became the first was temporarily replaced by Advantage Lithium's board of directors,reuters
470,Lithium executive latest to face charges in sprawling U.S. college admissions scandal,15/03/2019,chiefexecutive of Advantage Lithium Corp on Friday is set tobecome on Thursday.Advantage Lithium is in the process of developing apotential,reuters
471,Germany's Varta applies for battery cell production subsidies,15/03/2019,applied for government subsidies to mass-produce lithium-ion battery,reuters
472,Advantage Lithium replaces CEO in wake of college admissions scandal,14/03/2019,Lithium Corp said on Thursday it has temporarily replaced Chief Executive move forward with plans to develop an Argentine lithium deposit.Sidoo,reuters
473,SQM receives Chile's approval for lithium plant expansion,14/03/2019,SANTIAGO (Reuters) - Chilean lithium miner SQM on Thursday received environmental approval to expand its lithium carbonate production plant,reuters
474,Chile's SQM receives approval for lithium plant expansion -govt,14/03/2019,"SANTIAGO, March 14 (Reuters) - Chilean lithium miner SQMon Thursday received environmental approval to expandits lithium carbonate",reuters
475,Boeing 737 MAX deliveries in limbo after deadly crash: sources,14/03/2019,after its lithium-ion battery packs caught fire. The jet went,reuters
476,Boeing 737 MAX deliveries in limbo after deadly crash -sources,13/03/2019,for 123 days in 2013after its lithium-ion battery packs caught fire,reuters
477,"METALS-Zinc eases, but near eight-month top on supply concerns",13/03/2019,"producers, is evaluating making an investment ina lithium project",reuters
478,Southern Copper eyes lithium project in Mexico: CEO,13/03/2019,"copper producers, is considering an investment in a lithium project company officials visited the lithium project in the state of Sonora",reuters
