,headline,date,snippet,source
17,Time to Block the Lithium Cartel,18/05/2018,"The Mining Warden Court for Perth has recommended that Western Australia’s mining ministry should not approve a request for exemptions on the Mt Holland lithium project, SQM says in statement.",reuters
18,Australia Court Recommends No Exemptions to Lithium Project: SQM,12/09/2018,"Chile’s political and business elites are breathing a sigh of relief after final rulings on major corruption cases. For some, though, the authorities have merely papered over the problem.",reuters
19,Lithium Giant SQM Surges as Shareholder Puts Stake Up for Sale,18/12/2015,"Soc. Quimica y Minera de Chile SA, the country’s largest fertilizer producer, fell the most in five years after Russia’s OAO Uralkali said it would abandon a cartel that underpinned prices for a principal ingredient.",reuters
20,Chile Opening New Flank in Battle With Chemicals Giant SQM,07/06/2016,"Howard Kindler, 57, dipped into his pension to turn property investor, spending a third of his retirement savings and taking out a mortgage to buy a Melbourne apartment.",reuters
21,Tianqi’s Search for Lithium Sources Sends Chile’s SQM Soaring,26/09/2016,"Soc. Quimica y Minera de Chile SA, the country’s largest fertilizer producer, fell to the lowest in five years after the company reported a bigger-than-expected drop in profit as potash prices slumped.",reuters
22,SQM CEO Ousted After Board Clash in Chile Probe; Shares Fall,17/03/2015,Sociedad Quimica & Minera de Chile rose the most in more than three months today after China’s Tianqi Lithium Industries Inc. said it had acquired a stake in the world’s second-largest producer of lithium.,reuters
23,Tianqi’s Search for Lithium Sources Sends Chile’s SQM Soaring,26/09/2016,"Howard Kindler, 57, dipped into his pension to turn property investor, spending a third of his retirement savings and taking out a mortgage to buy a Melbourne apartment.",reuters
24,Lithium Mogul Opens Door to SQM Exit as Holdco Hires Adviser,13/11/2015,Chile’s benchmark IPSA posted its biggest monthly loss among the world’s major stock indexes amid tax concern and a tumble in the shares of fertilizer maker Soc. Quimica y Minera de Chile SA.,reuters
25,Tesla locked in talks with Chile’s SQM over lithium investment,30/01/2018,"Tesla is in talks with Chile’s largest lithium producer SQM about investing in supplies of the battery material, as it ramps up production of its first mass-market electric car.",reuters
26,Tianqi readies HK listing ahead of SQM deal,21/08/2018,"China’s biggest producer of lithium, the battery raw material, has chosen Morgan Stanley and CLSA for a listing in Hong Kong to fund its $4.07bn purchase of a stake in Chile’s SQM, according to a prospectus.",reuters
27,Tianqi Lithium buys into Chile’s SQM,18/05/2018,"Shenzhen-listed Tianqi paid a 12 per cent premium for the SQM shares held by Canada’s Nutrien, which was required to sell as part of the merger between PotashCorp and Agrium that created it.",reuters
28,Batteries power Tianqi’s quest for lithium producer,29/09/2016,Takeover bid for SQM signals China’s ambition to take lead in the electric car supply chain,reuters
29,Lithium faces $5bn test as supplier stake sale electrifies buyer interest,17/02/2018,"When Canadian fertiliser company PotashCorp acquired shares in Chile’s SQM almost 20 years ago, the latter’s lithium business appeared an afterthought.",reuters
30,Shares of lithium producers Albemarle and SQM rattled by gloomy forecast,27/02/2018,"Shares in US-listed Albemarle fell as much as 10 per cent, while those of rival SQM dropped 8 per cent after analysts at Morgan Stanley cautioned that the lithium price could plunge 45 per cent over the next four years.",reuters
31,Speed read,23/05/2019,Lithium overload Chinese companies disrupted a market controlled by Chile’s SQM and Albemarle and FMC of the US,reuters
32,Companies / Sectors / People,29/08/2018,"Companies CCCapital....................................................13GlaxoSmithKline.........................................7Ryanair...........................................................12Automobiles......................................4,17,18Barry,Corie.................................................12AT&T...............................................................11CITS...................................................................2Glencore..................................................14,18SQM.................................................................17Banks...............................................9,10,12,17Bazan,Rodrigo..........................................12 AdaroEnergy............................................14Citigroup........................................................11GoldmanSachs...................................14,17SaudiAramco..............................................9BasicResources.................................14,18Beaven,Peter............................................14Albemarle.....................................................17ConstellationHealthcareTech’s....13Google...................................................1,14,17Shell..................................................................11Construction...............................................10Browne,Thom...........................................12",reuters
