,date,headline,stock
254,2018-02-26 09:40:00-05:00,"morgan stanley downgrades albemarle on supply, pricing concerns",alb
255,2018-02-26 07:12:00-05:00,morgan stanley downgrades albemarle to underweight,alb
256,2018-02-23 09:44:00-05:00,"benzinga's top upgrades, downgrades for february 23, 2018",alb
257,2018-02-23 09:36:00-05:00,argus: albemarle has 30% upside on strong lithium demand,alb
258,2018-02-23 07:52:00-05:00,"argus initiates coverage on albemarle with buy rating, announces $148.00 price target",alb
259,2018-02-23 06:45:00-05:00,albemarle raises qtr. dividend from $0.32 to $0.335/share,alb
260,2018-02-20 08:00:00-05:00,30 stocks moving in tuesday's pre-market session,alb
261,2018-01-30 09:31:00-05:00,"benzinga's top upgrades, downgrades for january 30, 2018",alb
262,2018-01-30 07:46:00-05:00,ubs upgrades albemarle to buy,alb
263,2018-01-19 04:30:00-05:00,38 biggest movers from yesterday,alb
264,2018-01-18 12:37:00-05:00,"lithium stocks continue lower following jan. 16 news chile's state-run corfo could approve sqm annual production increases; albemarle down 8% thurs., down 12% since jan. 16, fmc down 5.2% thurs., sqm down ~2%",alb
265,2018-01-18 12:24:00-05:00,33 stocks moving in thursday's mid-day session,alb
266,2018-01-10 07:40:00-05:00,"jim cramer gives his opinion on albemarle, best buy, marvell, and more",alb
267,2018-01-08 11:24:00-05:00,baird: albermarle is the best lithium cycle play,alb
268,2018-01-08 09:00:00-05:00,"the market in 5 minutes: bitcoin etfs, gopro downgrade, nvidia partners with uber and volkswagen",alb
269,2018-01-08 07:39:00-05:00,baird upgrades albemarle to outperform,alb
270,2017-12-19 10:42:00-05:00,"loop suggests investors take advantage of  recent albemarle weakness as there's a number of catalysts following divestiture, which should allow co. to increase portfolio concentration as lithium prices rise",alb
271,2017-12-14 17:00:00-05:00,w.r. grace to acquire polyolefin catalysts business from albemarle for $416m,alb
272,2017-12-06 12:48:00-05:00,"chemical industry recovers from hurricanes, october output up",alb
273,2017-11-13 12:01:00-05:00,"citigroup maintains neutral on albemarle, raises price target to $142.00",alb
274,2017-11-09 10:12:00-05:00,mid-morning market update: markets open lower; macy's profit tops estimates,alb
275,2017-11-09 09:36:00-05:00,"ubs maintains neutral on albemarle, raises price target to $150.00",alb
276,2017-11-08 17:08:00-05:00,albermarle raises fy17 adj. eps outlook from $4.20-$4.40 to $4.40-$4.50 vs $4.38 est.,alb
277,2017-11-08 17:07:00-05:00,"albemarle reports q3 adj. eps $1.08 vs $1.07 est., sales $754.9m vs $732m est.",alb
278,2017-11-08 04:11:00-05:00,"earnings scheduled for november 8, 2017",alb
279,2017-11-02 12:06:00-04:00,"house republican tax bill includes elimination of $7.5k electric vehicle tax credit in '18, will phase out energy tax credits including solar, geothermal, wind",alb
280,2017-11-02 11:12:00-04:00,"lithium/chemical names fall midday; don't see any just-breaking mid-day news, but traders are considering tesla's worse-than-expected results plus discussion electric vehicles could start losing tax credits",alb
281,2017-11-02 11:04:00-04:00,"chemical/lithium stocks move lower over last few mins: albemarle, sqm shares down 3.7%, dowdupont down 2%, polyone down 1%, global x lithium etf down 2.2%,",alb
282,2017-10-27 08:31:00-04:00,"lightning round: jim cramer advises his viewers on albemarle, zagg and more",alb
283,2017-10-25 15:13:00-04:00,"albemarle, bank of america, and other stocks on fast money traders' radar",alb
284,2017-10-25 09:12:00-04:00,"benzinga's top upgrades, downgrades for october 25, 2017",alb
285,2017-10-25 07:39:00-04:00,"bmo capital initiates coverage on albemarle with outperform rating, announces $160.00 price target",alb
286,2017-10-06 09:24:00-04:00,"benzinga's top upgrades, downgrades for october 6, 2017",alb
287,2017-10-06 08:54:00-04:00,"the market in 5 minutes: first jobs loss in 7 years, but unemployment rate ticks lower",alb
288,2017-10-06 06:36:00-04:00,goldman sachs downgrades albemarle to neutral,alb
289,2017-10-04 07:49:00-04:00,"jim cramer shares his thoughts on edwards lifesciences, aerovironment and more",alb
290,2017-09-29 10:48:00-04:00,"benzinga's top upgrades, downgrades for september 29, 2017",alb
291,2017-09-29 06:08:00-04:00,"loop capital initiates coverage on albemarle with buy rating, announces $150.00 price target",alb
292,2017-09-28 08:40:00-04:00,"jim cramer gives his opinion on sierra wireless, albemarle corporation and himax technologies",alb
293,2017-09-26 09:55:00-04:00,watching albemarle shares amid speculation co. is looking to buy a stake in sqm,alb
294,2017-09-25 12:57:00-04:00,11 biggest mid-day losers for monday,alb
295,2017-09-25 11:01:00-04:00,albemarle downgraded with little opportunity seen for near-term upside,alb
296,2017-09-25 09:02:00-04:00,the market in 5 minutes,alb
297,2017-09-25 09:00:00-04:00,"benzinga's top upgrades, downgrades for september 25, 2017",alb
298,2017-09-25 06:31:00-04:00,baird downgrades albemarle to neutral,alb
299,2017-09-01 11:59:00-04:00,oppenheimer presents new menu of top picks,alb
300,2017-08-17 11:25:00-04:00,"oppenheimer rates albemarle outperform, sees 17% upside from here",alb
301,2017-08-17 09:34:00-04:00,"benzinga's top upgrades, downgrades for august 17, 2017",alb
302,2017-08-17 07:48:00-04:00,"oppenheimer initiates coverage on albemarle with outperform rating, announces $133.00 price target",alb
303,2017-08-09 09:24:00-04:00,"benzinga's top upgrades, downgrades for august 9, 2017",alb
304,2017-08-09 07:14:00-04:00,suntrust robinson humphrey downgrades albemarle to hold,alb
305,2017-08-08 14:30:00-04:00,mid-afternoon market update: michael kors gains on earnings beat; commercial vehicle shares slide,alb
306,2017-08-08 10:13:00-04:00,mid-morning market update: markets edge lower; cvs health profit tops expectations,alb
307,2017-08-07 17:10:00-04:00,"albemarle affirms fy17 sales $2.90b-$3.05b vs $2.95b est., adj. eps $4.20-$4.40 vs $4.37 est., adj. ebitda $835m-$875m",alb
308,2017-08-07 17:09:00-04:00,"albemarle reports q2 adj. eps $1.13 vs $1.11 est., sales $737.3m vs $736.4m est.",alb
309,2017-08-07 05:03:00-04:00,"earnings scheduled for august 7, 2017",alb
310,2017-05-03 17:06:00-04:00,"albemarle raises fy17 sales outlook from $2.8b-$2.95b to $2.9b-$3.05b vs $2.86b est., adj. eps from $4-$4.25 to $4.20-$4.40 vs $4.18 est.",alb
311,2017-05-03 17:06:00-04:00,albemarle raises fy17 outlook,alb
312,2017-05-03 17:06:00-04:00,"albemarle reports q1 adj. eps $1.05 vs $0.97 est., sales $722.063m vs $682.6m est.",alb
313,2017-04-10 10:49:00-04:00,war-torn afghanistan sits stubbornly atop vast reserves of battery-grade lithium,alb
314,2017-03-16 08:42:00-04:00,albemarle holding investor day today,alb
315,2017-03-06 13:15:00-05:00,15 biggest mid-day losers for monday,alb
316,2017-03-06 10:07:00-05:00,mid-morning market update: markets open lower; deutsche bank plans to raise capital,alb
317,2017-03-06 09:48:00-05:00,"benzinga's top upgrades, downgrades for march 6, 2017",alb
318,2017-03-06 06:40:00-05:00,citigroup downgrades albemarle to neutral,alb
319,2017-02-27 17:06:00-05:00,"albemarle sees fy17 sales $2.8-$2.95b vs. $2.78b est., eps $4.00-$4.25 vs. $4.07 est.",alb
320,2017-02-27 17:06:00-05:00,"albemarle reports q4 adj. eps $0.78 vs. $0.73 est., sales $696.65m vs. $645m est.",alb
321,2017-02-27 05:14:00-05:00,"must watch stocks for february 27, 2017",alb
322,2017-02-27 04:52:00-05:00,"earnings scheduled for february 27, 2017",alb
323,2017-02-23 09:39:00-05:00,"benzinga's top upgrades, downgrades for february 23, 2017",alb
324,2017-02-23 06:33:00-05:00,"rbc capital initiates coverage on albemarle with outperform, announces $114 price target",alb
325,2017-02-22 17:07:00-05:00,albemarle and tianqi terminate option for indirect minority interest in albemarle subsidiary rockwood lithium gmbh,alb
326,2017-01-17 11:14:00-05:00,it's not too late to jump on albemarle's bandwagon; baird upgrades to outperform,alb
327,2017-01-17 09:22:00-05:00,"benzinga's top upgrades, downgrades for january 17, 2017",alb
328,2017-01-17 06:37:00-05:00,"baird upgrades albemarle to outperform, raises target to $118",alb
329,2016-12-20 10:41:00-05:00,sociedad quimica y minera de chile shares make very short-term parabolic move as traders passing around wapo article from yesterday highlighting sqm as main supplier for apple's lithium needs,alb
330,2016-12-12 11:38:00-05:00,"10 notable stocks trading ex-dividend tuesday, december 13",alb
331,2016-12-02 17:07:00-05:00,albemarle announces price increases of 5% for certain brominated products,alb
332,2016-11-29 13:53:00-05:00,option alert: alb jan17 87.5 calls: 1000 @  ask  $2.35: 1006 traded vs 433 oi:  earnings 2/15 after close (est)  $85.64 ref,alb
333,2016-11-29 11:47:00-05:00,albermarle spike to high of $85.22; activity in dec $80 call,alb
334,2016-11-07 17:39:00-05:00,"albemarle  sees fy16 rev. $2.6-$2.7b vs. est. $2.68b, eps narrowed from $3.35-$3.60 to $3.45-$3.55",alb
335,2016-11-07 17:36:00-05:00,"albemarle reports q3 adj eps $0.91 vs $0.81 est, sales $654.01m vs $645.81m est",alb
336,2016-11-07 04:46:00-05:00,"earnings scheduled for november 7, 2016",alb
337,2016-10-03 08:48:00-04:00,versum materials is an electronics materials pure play,alb
338,2016-09-12 17:06:00-04:00,albemarle signs exclusive deal for exploration and acquisition rights to argentinian lithium resource,alb
339,2016-08-23 06:53:00-04:00,"albemarle to acquire limithium salt production assets in asia, terms not disclosed",alb
340,2016-08-04 08:35:00-04:00,20 stocks moving in thursday's pre-market session,alb
341,2016-08-03 17:18:00-04:00,"albemarle beats eps estimates, misses revenue",alb
342,2016-08-03 17:10:00-04:00,"albemarle raises fy16 sales outlook from $2.5b-$2.7b to $2.5b-$2.8b, adj. eps from $3.25-$3.50 to $3.35-$3.60",alb
343,2016-08-03 17:07:00-04:00,"albemarle reports q2 adj. eps $1.09 vs $1 est., sales $669.327m vs $718.29m in same qtr. last year",alb
344,2016-08-03 04:05:00-04:00,"earnings scheduled for august 3, 2016",alb
345,2016-06-28 09:44:00-04:00,"albemarle accelerates toward de-levering, growth story on track",alb
346,2016-06-20 14:01:00-04:00,albemarle's sale of surface treatment unit 'furthers compelling lithium growth story',alb
347,2016-06-20 12:29:00-04:00,"deutsche bank likes albemarle's sale of surface treatment unit, says 'sale furthers the (compelling) lithium growth story; buy reiterated, price target raised from $84 to $94",alb
348,2016-06-20 04:37:00-04:00,"must watch stocks for june 20, 2016",alb
349,2016-06-19 22:15:00-04:00,benzinga's weekend m&a chatter,alb
350,2016-06-17 07:43:00-04:00,a peek into the markets: u.s. stock futures slide ahead of housing-starts data,alb
351,2016-06-17 07:30:00-04:00,albemarle strikes definitive deal to sell chemetall surface treatment business for $3.2 billion to basf,alb
352,2016-06-17 06:46:00-04:00,basf to pay albemarle cash for chemetall business,alb
353,2016-06-17 06:45:00-04:00,albemarle announces sale of surface treatment business to basf for $3.2b,alb
354,2016-05-23 08:11:00-04:00,this healthcare etf is ready to rebound,alb
355,2016-05-13 08:53:00-04:00,albemarle appoints karen narwold as evp and chief administrative officer,alb
356,2016-05-12 12:06:00-04:00,best-kept secrets? jim cramer's 6 stocks that could be huge winners by december,alb
357,2016-05-11 10:21:00-04:00,stocks hitting 52-week highs,alb
358,2016-05-10 16:31:00-04:00,albemarle sees fy16 rev. $3.3-$3.6b vs. est. $3.67b,alb
359,2016-05-10 16:30:00-04:00,"albemarle corp. reports q1 eps $1.12 vs. est. $0.86, rev. $865.398m vs. est. $814.8m",alb
360,2016-05-10 04:29:00-04:00,"earnings scheduled for may 10, 2016",alb
361,2016-05-04 17:06:00-04:00,albemarle corp to discontinue production of hbcd-based flame retardants to focus on supplying greencrest polymeric fire solution,alb
362,2016-04-25 09:42:00-04:00,the best way to play electric vehicles that's not tesla,alb
363,2016-03-10 08:47:00-05:00,benzinga's top downgrades,alb
364,2016-03-10 07:58:00-05:00,seaport global downgrades albemarle to neutral,alb
365,2016-02-29 12:36:00-05:00,25 headlines moving the markets this week,alb
366,2016-02-24 06:53:00-05:00,"icl, albemarle announce entered long-term supply deal for sustainable polymeric flame retardant",alb
367,2016-02-17 17:21:00-05:00,albemarle sees fy16 eps $3.45-$3.80 vs. est. $3.90,alb
368,2016-02-17 17:21:00-05:00,"albemarle reports q4 adj. eps $1.03 vs $0.83 est., sales $930.35m vs $885.7m est.",alb
369,2016-02-17 11:57:00-05:00,option alert: alb mar16 50.0 puts: 1400 @  ask  $1.80: 1522 traded vs 316 oi:  earnings today after close  $53.90 ref,alb
370,2016-02-17 04:08:00-05:00,"earnings scheduled for february 17, 2016",alb
371,2016-02-01 12:57:00-05:00,"albemarle corp. sells martinswerk business to huber, terms not disclosed",alb
372,2016-01-26 06:47:00-05:00,albemarle announces cfo on temporary medical leave,alb
373,2016-01-21 15:52:00-05:00,chen lin: chinese volatility could fuel a lithium-price rocket launch,alb
374,2015-12-30 08:41:00-05:00,3 price channel breakout stocks to watch,alb
375,2015-12-29 09:51:00-05:00,lithium spot prices 'pointing in the right direction'; jefferies ups target on albemarle to $65,alb
376,2015-12-29 08:11:00-05:00,"jefferies lifts target on albemarle from $58 to $65, maintains buy as 'recent sharp moves in lithium spot prices have attracted attention'",alb
377,2015-12-23 09:45:00-05:00,option alert: alb feb16 60.0 calls sweep: 2499 @  ask  $1.20: 2500 traded vs 39 oi:  earnings 1/27  $55.05 ref,alb
378,2015-12-16 20:18:00-05:00,albemarle enters definitive agreement to sell mineral flame retardants & specialty chemicals businesses to huber engineered materials,alb
379,2015-12-16 20:04:00-05:00,albemarle to sell mineral flame retardants and specialty chemicals businesses to huber engineered materials,alb
380,2015-11-04 17:40:00-05:00,"albemarle reports q3 adj eps $0.90 vs est $0.89, sales $905.1m vs est $947.03m",alb
381,2015-11-02 08:54:00-05:00,benzinga's top upgrades,alb
382,2015-11-02 08:22:00-05:00,citigroup upgrades albemarle to buy,alb
